Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Mileage_final,Engine_cc,Power_bhp,New_Price_thousand,State,KRW,KRW_state_year,Age,Owner_Rank,log_Price,data_split
Maruti Swift ZDi,Jaipur,4905.47,2011,120000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,22.9,1248.0,74.0,,Rajasthan,857.88,857.88,9,2,8.498106188000197,labeled_for_modeling
Maruti Celerio ZXI,Kochi,8477.27,2018,31396,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,23.1,998.0,67.04,,Kerala,3081.56,3081.56,2,1,9.045143742991822,labeled_for_modeling
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,26060.32,2015,79000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,19.3,1968.0,141.0,,Telangana,2112.6,2112.6,5,1,10.168169129958779,labeled_for_modeling
Honda City 1.5 V AT,Delhi,5442.01,2010,62000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,16.8,1497.0,118.0,,Delhi,4834.66,4834.66,10,1,8.601903756901224,labeled_for_modeling
Honda Accord V6 AT,Chennai,4062.34,2006,120000,Petrol,Automatic,Second,9.0 kmpl,2997 CC,218 bhp,5.0,,9.0,2997.0,218.0,,Tamil Nadu,3144.42,3144.42,14,2,8.309514441247014,labeled_for_modeling
Skoda Superb Style 1.8 TSI AT,Mumbai,27363.34,2016,53000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.36 Lakh,14.67,1798.0,177.46,3336.0,Maharashtra,2455.89,2455.89,4,1,10.216959440309207,labeled_for_modeling
Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,12202.36,2010,124313,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,12.99,2494.0,100.6,,Tamil Nadu,3144.42,3144.42,10,1,9.409384654636687,labeled_for_modeling
Maruti Celerio VXI AT,Pune,6515.08,2015,26725,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,23.1,998.0,67.04,,Maharashtra,2202.22,2202.22,5,1,8.781874768838888,labeled_for_modeling
Maruti Ertiga VDI,Kolkata,8967.82,2014,45617,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,20.77,1248.0,88.76,,West Bengal,1033.14,1033.14,6,1,9.10139789318571,labeled_for_modeling
Mercedes-Benz A Class A180 CDI,Mumbai,19928.48,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5.0,,20.0,2143.0,107.3,,Maharashtra,1878.92,1878.92,7,1,9.8999051433641,labeled_for_modeling
Mahindra Xylo E2,Kochi,4062.34,2010,109147,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,,14.0,2498.0,112.0,,Kerala,2916.48,2916.48,10,1,8.309514441247014,labeled_for_modeling
Honda Amaze E i-Dtech,Ahmedabad,7281.56,2014,59000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,25.8,1498.0,98.6,,Gujarat,1905.26,1905.26,6,1,8.893100403949113,labeled_for_modeling
Renault KWID RXT,Pune,4062.34,2015,28000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,25.17,799.0,53.3,,Maharashtra,2202.22,2202.22,5,1,8.309514441247014,labeled_for_modeling
Renault KWID RXT,Pune,4598.88,2017,4700,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,25.17,799.0,53.3,,Maharashtra,2589.95,2589.95,3,1,8.433568074570672,labeled_for_modeling
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,49851.86,2014,72469,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,12.07,2967.0,241.4,,Tamil Nadu,1942.41,1942.41,6,1,10.816811086629718,labeled_for_modeling
Hyundai Verna 1.6 SX CRDI (O) AT,Pune,11880.44,2014,57539,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,22.32,1582.0,126.32,,Maharashtra,1992.54,1992.54,6,1,9.38264862926782,labeled_for_modeling
Toyota Innova Crysta 2.8 ZX AT,Delhi,30046.02,2016,42000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.55 Lakh,11.36,2755.0,171.5,2655.0,Delhi,4433.37,4433.37,4,1,10.310485485268156,labeled_for_modeling
Hyundai i20 Sportz Option,Delhi,3985.7,2010,62489,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,17.0,1197.0,80.0,,Delhi,4834.66,4834.66,10,1,8.290468234518329,labeled_for_modeling
Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,5763.93,2013,51167,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,16.47,1198.0,73.9,,Maharashtra,1878.92,1878.92,7,1,8.659374812701465,labeled_for_modeling
Volkswagen Vento Diesel Trendline,Chennai,7281.56,2012,130000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,20.54,1598.0,103.6,,Tamil Nadu,1580.1,1580.1,8,1,8.893100403949113,labeled_for_modeling
Honda City ZX GXi,Mumbai,2682.68,2007,63000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,,17.7,1497.0,78.0,,Maharashtra,2736.81,2736.81,13,2,7.894571573837986,labeled_for_modeling
Hyundai Verna Transform Xxi ABS,Bangalore,6055.19,2011,60000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,,16.2,1599.0,103.2,,Karnataka,1353.94,1353.94,9,1,8.70867103452048,labeled_for_modeling
Hyundai Accent GLE,Pune,1532.96,2005,123200,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,13.2,1495.0,94.0,,Maharashtra,2736.81,2736.81,15,2,7.334955785902563,labeled_for_modeling
Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,6898.32,2011,115692,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,,20.0,1968.0,138.1,,Rajasthan,857.88,857.88,9,1,8.839033182678838,labeled_for_modeling
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,26412.9,2011,87073,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5.0,,10.93,2497.0,204.0,,Tamil Nadu,1396.68,1396.68,9,1,10.181607806154172,labeled_for_modeling
Hyundai i20 Sportz 1.2,Kochi,8829.85,2015,40901,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,18.6,1197.0,81.83,,Kerala,2222.0,2222.0,5,1,9.085893305911247,labeled_for_modeling
Hyundai i10 Magna 1.2,Coimbatore,6622.39,2013,36264,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Tamil Nadu,1754.4,1754.4,7,1,8.798211610966751,labeled_for_modeling
Hyundai i10 Magna 1.1L,Delhi,2912.62,2009,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,19.81,1086.0,68.05,,Delhi,4834.66,4834.66,11,2,7.976808298741926,labeled_for_modeling
Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,8431.28,2018,20000,Petrol,Manual,First,17.0 kmpl,1198 CC,74 bhp,5.0,,17.0,1198.0,74.0,,Maharashtra,2742.98,2742.98,2,1,9.039703878140989,labeled_for_modeling
Toyota Camry 2.5 G,Mumbai,20694.96,2014,68400,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5.0,,12.98,2494.0,178.4,,Maharashtra,1992.54,1992.54,6,1,9.937645471346947,labeled_for_modeling
Mahindra XUV500 W8 2WD,Bangalore,14946.36,2013,71231,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,16.0,2179.0,140.0,,Karnataka,1782.44,1782.44,7,2,9.61222307091232,labeled_for_modeling
Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,14471.14,2011,75000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,17.2,1968.0,138.1,,Telangana,1366.82,1366.82,9,1,9.579911600212652,labeled_for_modeling
Maruti Wagon R VXI AMT,Mumbai,6821.67,2018,1997,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,6.14 Lakh,22.5,998.0,67.0,614.0,Maharashtra,2742.98,2742.98,2,1,8.827859588897415,labeled_for_modeling
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,13566.7,2016,47300,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.96 Lakh,24.3,1248.0,88.5,1196.0,Maharashtra,2455.89,2455.89,4,1,9.515373539762015,labeled_for_modeling
Hyundai Santro Xing GL,Delhi,3295.86,2012,61449,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,,18.2,1086.0,62.0,,Delhi,3083.52,3083.52,8,1,8.100422414399088,labeled_for_modeling
Volkswagen Vento Diesel Comfortline,Kochi,7496.17,2013,47910,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,20.54,1598.0,103.6,,Kerala,1850.82,1850.82,7,1,8.922147502423105,labeled_for_modeling
Volkswagen Polo 1.5 TDI Highline,Hyderabad,9581.0,2015,62000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,20.14,1498.0,88.8,,Telangana,2112.6,2112.6,5,1,9.167537249650874,labeled_for_modeling
Maruti Swift ZDi,Chennai,7358.21,2012,65060,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,22.9,1248.0,74.0,,Tamil Nadu,1580.1,1580.1,8,1,8.90357197562168,labeled_for_modeling
Hyundai i10 Era 1.1,Jaipur,2759.33,2008,82203,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,19.81,1086.0,68.05,,Rajasthan,1723.88,1723.88,12,1,7.922743175618577,labeled_for_modeling
Mahindra XUV500 W8 2WD,Kolkata,11113.96,2013,44000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,16.0,2179.0,140.0,,West Bengal,988.98,988.98,7,1,9.315957254769147,labeled_for_modeling
Maruti Ertiga VDI,Coimbatore,11589.18,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.44 Lakh,25.47,1248.0,88.5,1144.0,Tamil Nadu,1942.41,1942.41,6,1,9.357827183183742,labeled_for_modeling
Mahindra XUV500 W8 2WD,Kochi,10454.79,2013,61591,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,16.0,2179.0,140.0,,Kerala,1850.82,1850.82,7,1,9.254815525577792,labeled_for_modeling
Tata Manza Aura Quadrajet BS IV,Jaipur,2759.33,2011,86500,Diesel,Manual,Second,21.12 kmpl,1248 CC,88.8 bhp,5.0,,21.12,1248.0,88.8,,Rajasthan,857.88,857.88,9,2,7.922743175618577,labeled_for_modeling
Mercedes-Benz E-Class 280 CDI,Pune,17629.04,2009,100000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.0,2987.0,198.5,,Maharashtra,2736.81,2736.81,11,1,9.777302821271768,labeled_for_modeling
Maruti SX4 Zxi with Leather BSIII,Chennai,4292.29,2010,87000,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5.0,,15.6,1586.0,104.68,,Tamil Nadu,3144.42,3144.42,10,1,8.364575669035572,labeled_for_modeling
Maruti Wagon R AMT VXI,Hyderabad,8431.28,2016,35000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,20.51,998.0,67.0,,Telangana,2390.93,2390.93,4,1,9.039703878140989,labeled_for_modeling
Datsun GO NXT,Kolkata,4138.99,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,67.06 bhp,5.0,,20.63,1198.0,67.06,,West Bengal,1234.36,1234.36,4,1,8.328207075703292,labeled_for_modeling
Ford Figo Diesel ZXI,Jaipur,4982.12,2014,59327,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,20.0,1399.0,68.0,,Rajasthan,1146.44,1146.44,6,1,8.513610782244209,labeled_for_modeling
Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,16709.26,2014,81001,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,17.2,1968.0,138.1,,Tamil Nadu,1942.41,1942.41,6,1,9.72371833574947,labeled_for_modeling
Hyundai i20 1.2 Magna,Kochi,6239.15,2014,44612,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,18.5,1197.0,80.0,,Kerala,2033.06,2033.06,6,1,8.738599234136249,labeled_for_modeling
Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,27593.28,2016,42388,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,24.63 Lakh,11.36,2755.0,171.5,2463.0,Gujarat,2344.43,2344.43,4,1,10.225327543798727,labeled_for_modeling
Honda Brio V MT,Mumbai,4522.23,2012,54000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,19.4,1198.0,86.8,,Maharashtra,1681.38,1681.38,8,1,8.416760513994708,labeled_for_modeling
Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,11497.2,2011,83010,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,17.2,1968.0,138.1,,Maharashtra,1493.96,1493.96,9,1,9.349858806444828,labeled_for_modeling
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,50173.78,2016,65405,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,13.0,2143.0,204.0,,Tamil Nadu,2348.93,2348.93,4,1,10.823247858471069,labeled_for_modeling
Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,32958.64,2015,36000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.7 bhp,7.0,,12.55,2982.0,168.7,,Delhi,4053.92,4053.92,5,2,10.40300872103618,labeled_for_modeling
Maruti SX4 ZXI MT BSIV,Pune,3832.4,2008,85000,Petrol,Manual,First,16.51 kmpl,1586 CC,103.2 bhp,5.0,,16.51,1586.0,103.2,,Maharashtra,2736.81,2736.81,12,1,8.251246517776718,labeled_for_modeling
Honda Jazz 1.5 V i DTEC,Ahmedabad,8431.28,2016,35000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,27.3,1498.0,98.6,,Gujarat,2344.43,2344.43,4,1,9.039703878140989,labeled_for_modeling
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,11497.2,2012,54000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,14.53,1794.0,138.1,,Maharashtra,1681.38,1681.38,8,1,9.349858806444828,labeled_for_modeling
Honda City ZX VTEC,Mumbai,2376.09,2007,70000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,5.0,,16.9,1497.0,100.0,,Maharashtra,2736.81,2736.81,13,1,7.773211558553031,labeled_for_modeling
BMW X1 xDrive 20d M Sport,Kolkata,44455.84,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,50.26 Lakh,20.68,1995.0,190.0,5026.0,West Bengal,1371.02,1371.02,3,1,10.702251615889038,labeled_for_modeling
Maruti Swift DDiS VDI,Coimbatore,12876.86,2019,41075,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,28.4,1248.0,74.0,,Tamil Nadu,3092.48,3092.48,1,1,9.463187181117144,labeled_for_modeling
Mahindra KUV 100 mFALCON D75 K8,Hyderabad,9964.24,2016,26000,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,,25.32,1198.0,77.0,,Telangana,2390.93,2390.93,4,1,9.206757962804154,labeled_for_modeling
Honda Jazz Mode,Mumbai,3602.46,2010,55000,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5.0,,16.0,1198.0,90.0,,Maharashtra,2736.81,2736.81,10,1,8.189372224411617,labeled_for_modeling
Maruti Swift ZXI,Mumbai,8507.93,2016,19000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,20.4,1197.0,81.8,,Maharashtra,2455.89,2455.89,4,1,9.04875394873574,labeled_for_modeling
Hyundai Grand i10 Asta Option AT,Mumbai,8201.34,2016,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,18.9,1197.0,82.0,,Maharashtra,2455.89,2455.89,4,1,9.012052834535774,labeled_for_modeling
Honda Amaze SX i-VTEC,Chennai,8048.04,2016,37000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,17.8,1198.0,86.7,,Tamil Nadu,2348.93,2348.93,4,1,8.993183862506095,labeled_for_modeling
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,8998.48,2017,38712,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.45 Lakh,18.9,1197.0,81.86,745.0,Tamil Nadu,2629.14,2629.14,3,1,9.104810953166133,labeled_for_modeling
Volkswagen Vento Diesel Comfortline,Kochi,8216.67,2014,52400,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,20.54,1598.0,103.6,,Kerala,2033.06,2033.06,6,1,9.013920296482157,labeled_for_modeling
Maruti Ciaz 1.3 S,Bangalore,11880.44,2016,23988,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,28.09,1248.0,88.5,,Karnataka,2548.47,2548.47,4,1,9.38264862926782,labeled_for_modeling
Volkswagen Vento Petrol Highline AT,Kochi,8293.31,2014,32283,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,,14.4,1598.0,103.6,,Kerala,2033.06,2033.06,6,2,9.023204444676225,labeled_for_modeling
Hyundai i20 1.2 Magna,Bangalore,5595.3,2010,52000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,18.5,1197.0,80.0,,Karnataka,3325.24,3325.24,10,1,8.629682238611512,labeled_for_modeling
Honda Brio VX AT,Pune,8048.04,2016,32000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,16.5,1198.0,86.8,,Maharashtra,2455.89,2455.89,4,1,8.993183862506095,labeled_for_modeling
Honda City i VTEC VX,Kolkata,9581.0,2014,39000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,17.4,1497.0,117.3,,West Bengal,1033.14,1033.14,6,1,9.167537249650874,labeled_for_modeling
Tata Nano XT,Coimbatore,5319.37,2017,14149,Petrol,Manual,First,23.9 kmpl,624 CC,37.48 bhp,4.0,,23.9,624.0,37.48,,Tamil Nadu,2629.14,2629.14,3,1,8.579110154270731,labeled_for_modeling
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,13566.7,2006,103000,Petrol,Automatic,First,10.13 kmpl,3498 CC,364.9 bhp,5.0,,10.13,3498.0,364.9,,Maharashtra,2736.81,2736.81,14,1,9.515373539762015,labeled_for_modeling
Maruti Wagon R LXI BSIII,Pune,1303.02,2004,82000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5.0,,14.0,1061.0,64.0,,Maharashtra,2736.81,2736.81,16,1,7.172439926201215,labeled_for_modeling
Skoda Superb Elegance 1.8 TSI AT,Mumbai,20924.9,2015,34000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,13.7,1798.0,157.75,,Maharashtra,2202.22,2202.22,5,1,9.948695116373736,labeled_for_modeling
Audi Q7 35 TDI Quattro Technology,Coimbatore,76985.25,2016,45180,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,12.07,2967.0,241.4,,Tamil Nadu,2348.93,2348.93,4,1,11.2513691240446,labeled_for_modeling
Maruti Swift ZXI Plus,Ahmedabad,11880.44,2018,2000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,8.16 Lakh,22.0,1197.0,81.8,816.0,Gujarat,2961.86,2961.86,2,1,9.38264862926782,labeled_for_modeling
Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,15406.25,2011,82321,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8,2494.0,102.0,,Tamil Nadu,1396.68,1396.68,9,1,9.642528550225101,labeled_for_modeling
BMW 3 Series 320i Sedan,Kolkata,14946.36,2011,7000,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5.0,,12.05,1995.0,154.0,,West Bengal,773.14,773.14,9,1,9.61222307091232,labeled_for_modeling
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,35258.08,2015,27000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,17.9,2143.0,136.0,,Delhi,4053.92,4053.92,5,1,10.470450001831713,labeled_for_modeling
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,32836.0,2019,31271,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,24.01 Lakh,13.68,2393.0,147.8,2401.0,Tamil Nadu,3092.48,3092.48,1,1,10.399280753468156,labeled_for_modeling
Maruti Esteem LX BSII,Jaipur,1073.07,2003,55000,Petrol,Manual,Third,15.9 kmpl,1298 CC,null bhp,5.0,,15.9,1298.0,94.0,,Rajasthan,1723.88,1723.88,17,3,6.97827897815426,labeled_for_modeling
Maruti Swift VDI BSIV,Delhi,7986.72,2014,24000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,25.2,1248.0,74.0,,Delhi,3708.14,3708.14,6,1,8.985535441335307,labeled_for_modeling
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,11497.2,2009,147000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.99,2494.0,100.6,,Telangana,3386.01,3386.01,11,1,9.349858806444828,labeled_for_modeling
Toyota Etios Liva GD,Delhi,4062.34,2012,72351,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5.0,,23.59,1364.0,94.0,,Delhi,3083.52,3083.52,8,1,8.309514441247014,labeled_for_modeling
Chevrolet Beat LT,Chennai,2682.68,2010,115000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,,18.6,1199.0,79.4,,Tamil Nadu,3144.42,3144.42,10,1,7.894571573837986,labeled_for_modeling
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,1532.96,2010,82000,Diesel,Manual,Second,13.8 kmpl,1399 CC,68 bhp,5.0,,13.8,1399.0,68.0,,Rajasthan,1723.88,1723.88,10,2,7.334955785902563,labeled_for_modeling
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,50587.68,2016,20000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,19.27,2143.0,170.0,,Delhi,4433.37,4433.37,4,1,10.831463347369043,labeled_for_modeling
Toyota Etios G,Kolkata,3372.51,2011,45560,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,17.6,1496.0,88.73,,West Bengal,773.14,773.14,9,1,8.123412553236893,labeled_for_modeling
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,19667.88,2017,57539,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8,2494.0,102.0,,Kerala,2748.78,2748.78,3,1,9.886742127231948,labeled_for_modeling
BMW 6 Series Gran Coupe,Kochi,105682.26,2018,20004,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4.0,,17.54,2993.0,313.0,,Kerala,3081.56,3081.56,2,1,11.5681923242817,labeled_for_modeling
Skoda Rapid 1.5 TDI Ambition,Mumbai,6285.14,2012,54500,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5.0,13.72 Lakh,21.13,1498.0,108.4,1372.0,Maharashtra,1681.38,1681.38,8,1,8.74594339603481,labeled_for_modeling
Hyundai EON Magna,Jaipur,4368.94,2016,27886,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5.0,,22.0,814.0,55.0,,Rajasthan,1378.86,1378.86,4,1,8.382275695737428,labeled_for_modeling
Honda CR-V 2.4L 4WD AT,Mumbai,5671.95,2007,66000,Petrol,Automatic,First,11.1 kmpl,2354 CC,158.8 bhp,5.0,,11.1,2354.0,158.8,,Maharashtra,2736.81,2736.81,13,1,8.643288252940387,labeled_for_modeling
Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,13888.62,2013,72202,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,,20.0,1968.0,138.1,,Tamil Nadu,1754.4,1754.4,7,1,9.538825078760812,labeled_for_modeling
Skoda Laura RS,Delhi,7281.56,2011,70000,Petrol,Manual,Second,13.4 kmpl,1798 CC,157.8 bhp,5.0,,13.4,1798.0,157.8,,Delhi,2775.02,2775.02,9,2,8.893100403949113,labeled_for_modeling
Honda City i DTec S,Jaipur,10117.54,2015,78233,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,26.0,1498.0,98.6,,Rajasthan,1251.39,1251.39,5,1,9.222025830288041,labeled_for_modeling
Tata New Safari 4X4 EX,Chennai,5365.36,2007,120203,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7.0,,13.93,2179.0,138.0,,Tamil Nadu,3144.42,3144.42,13,2,8.587718754397931,labeled_for_modeling
Maruti Zen Estilo LXI BS IV,Pune,3065.92,2011,20575,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5.0,,19.0,998.0,67.1,,Maharashtra,1493.96,1493.96,9,1,8.028102966462509,labeled_for_modeling
Honda Amaze S i-VTEC,Mumbai,5963.21,2013,39879,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,17.8,1198.0,86.7,,Maharashtra,1878.92,1878.92,7,1,8.69336420567556,labeled_for_modeling
Renault KWID 1.0 RXL,Jaipur,5518.66,2017,31056,Petrol,Manual,First,23.01 kmpl,999 CC,67 bhp,5.0,,23.01,999.0,67.0,,Rajasthan,1480.47,1480.47,3,1,8.615890356178522,labeled_for_modeling
Maruti Ciaz AT ZXi,Mumbai,10654.07,2015,50940,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,19.12,1373.0,91.1,,Maharashtra,2202.22,2202.22,5,1,9.273697257757593,labeled_for_modeling
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,10776.71,2016,99362,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,22.54,1396.0,88.73,,Tamil Nadu,2348.93,2348.93,4,1,9.28514260307638,labeled_for_modeling
Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,25293.84,2016,54000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.14 Lakh,13.68,2393.0,147.8,2314.0,Gujarat,2344.43,2344.43,4,1,10.138316166809098,labeled_for_modeling
Maruti Ciaz ZDi Plus SHVS,Coimbatore,11757.8,2016,54268,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,28.09,1248.0,88.5,,Tamil Nadu,2348.93,2348.93,4,1,9.372272129122008,labeled_for_modeling
Jaguar XF Diesel,Coimbatore,35549.34,2012,94521,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,14.74,2993.0,270.9,,Tamil Nadu,1580.1,1580.1,8,1,10.478676869658203,labeled_for_modeling
Hyundai Xcent 1.2 Kappa S,Kochi,9519.68,2017,38932,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,19.1,1197.0,82.0,,Kerala,2748.78,2748.78,3,1,9.161116513775088,labeled_for_modeling
